"BehaviorSpace results (NetLogo 7.0.2)","Table version 2.0"
"CVD_Risk_Behaviour_1.nlogox"
"gamma_sweep"
"07/24/2026 01:56:28:138 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","gamma_behavior","[step]","report-mean-risk","death-count","count people","rewiring-events","report-mean-friends"
"9","0.5","103","3.980544747081712","31","257","549","9.27626459143969"
"10","1","87","4.114285714285714","30","280","553","9.271428571428572"
"9","0.5","104","3.980392156862745","32","255","549","9.2"
"9","0.5","105","3.980392156862745","32","255","549","9.2"
"7","2","115","4.125","30","280","684","9.264285714285714"
"7","2","116","4.125448028673835","30","279","684","9.225806451612904"
"8","4","109","3.739130434782609","29","276","717","9.507246376811594"
"12","4","52","4","9","304","362","9.144736842105264"
"8","4","110","3.8949275362318843","29","276","717","9.507246376811594"
"7","2","117","4.121863799283154","30","279","684","9.225806451612904"
"11","2","85","3.8392857142857144","19","280","531","9.307142857142857"
"8","4","111","3.898550724637681","29","276","717","9.507246376811594"
"11","2","86","4.035714285714286","19","280","531","9.307142857142857"
"10","1","88","4.103942652329749","30","279","577","9.419354838709678"
"12","4","53","4.072607260726072","10","303","362","9.108910891089108"
"9","0.5","106","3.9802371541501977","32","253","562","9.225296442687746"
"12","4","54","4.079734219269103","11","301","362","9.03654485049834"
"11","2","87","4.060714285714286","19","280","531","9.307142857142857"
"10","1","89","4.103942652329749","30","279","577","9.419354838709678"
"9","0.5","107","3.9802371541501977","32","253","562","9.225296442687746"
"10","1","90","4.103942652329749","30","279","577","9.419354838709678"
"8","4","112","3.902173913043478","29","276","727","9.579710144927537"
"9","0.5","108","3.9802371541501977","32","253","562","9.225296442687746"
"7","2","118","4.121863799283154","30","279","701","9.347670250896057"
"8","4","113","3.9054545454545453","30","275","727","9.541818181818181"
"7","2","119","4.129496402877698","30","278","701","9.309352517985612"
"11","2","88","4.060714285714286","19","280","538","9.357142857142858"
"8","4","114","3.9054545454545453","30","275","727","9.541818181818181"
"7","2","120","4.130434782608695","31","276","701","9.231884057971014"
"11","2","89","4.054151624548736","21","277","538","9.24187725631769"
"11","2","90","4.057971014492754","22","276","538","9.202898550724637"
"10","1","91","4.103942652329749","30","279","590","9.512544802867383"
"8","4","115","3.9051094890510947","31","274","736","9.569343065693431"
"8","4","116","3.9051094890510947","31","274","736","9.569343065693431"
"12","4","55","4.087542087542087","11","297","389","9.077441077441078"
"10","1","92","4.103942652329749","30","279","590","9.512544802867383"
"9","0.5","109","3.8435114503816794","32","262","578","9.282442748091603"
"8","4","117","3.8937728937728937","31","273","736","9.531135531135531"
"12","4","56","4.087837837837838","11","296","389","9.04054054054054"
"10","1","93","4.103942652329749","30","279","590","9.512544802867383"
"9","0.5","110","4","32","261","578","9.272030651340996"
"11","2","91","4.054545454545455","22","275","553","9.323636363636364"
"13","0.5","0","4.104803493449782","0","229","0","9.231441048034934"
"12","4","57","4.081632653061225","11","294","389","8.97278911564626"
"9","0.5","111","4.0115384615384615","32","260","578","9.246153846153845"
"11","2","92","4.054744525547445","22","274","553","9.284671532846716"
"11","2","93","4.054945054945055","22","273","553","9.245421245421245"
"8","4","118","3.8974358974358974","31","273","749","9.626373626373626"
"10","1","94","4.100719424460432","30","278","600","9.546762589928058"
"8","4","119","3.8974358974358974","31","273","749","9.626373626373626"
"8","4","120","3.9044117647058822","31","272","749","9.588235294117647"
"10","1","95","4.098540145985401","30","274","600","9.408759124087592"
"9","0.5","112","4.0115384615384615","32","260","584","9.292307692307693"
"13","0.5","1","4.08296943231441","0","229","19","9.397379912663755"
"9","0.5","113","4.0115384615384615","32","260","584","9.292307692307693"
"10","1","96","4.098540145985401","30","274","600","9.408759124087592"
"13","0.5","2","4.078602620087336","0","229","19","9.397379912663755"
"9","0.5","114","4.0115384615384615","32","260","584","9.292307692307693"
"13","0.5","3","4.074235807860262","0","229","19","9.397379912663755"
"11","2","94","4.055147058823529","22","272","568","9.316176470588236"
"12","4","58","4.081632653061225","11","294","420","9.183673469387756"
"11","2","95","4.055555555555555","23","270","568","9.244444444444444"
"11","2","96","4.059479553903346","23","269","568","9.20446096654275"
"12","4","59","4.082191780821918","12","292","420","9.164383561643836"
"12","4","60","4.076388888888889","14","288","420","9.020833333333334"
"14","1","0","4.108333333333333","0","240","0","9.15"
"9","0.5","115","4.015444015444015","32","259","590","9.297297297297296"
"13","0.5","4","4.08296943231441","0","229","37","9.554585152838428"
"9","0.5","116","4.019455252918288","33","257","590","9.214007782101167"
"10","1","97","3.8191126279863483","30","293","623","9.22184300341297"
"13","0.5","5","4.079646017699115","1","226","37","9.415929203539823"
"9","0.5","117","4.019607843137255","35","255","590","9.137254901960784"
"13","0.5","6","4.08","1","225","37","9.377777777777778"
"10","1","98","4.136518771331058","30","293","623","9.22184300341297"
"10","1","99","4.151202749140894","31","291","623","9.147766323024054"
"14","1","1","4.083333333333333","0","240","26","9.366666666666667"
"14","1","2","4.066945606694561","0","239","26","9.322175732217573"
"9","0.5","118","4.019685039370079","35","254","611","9.259842519685039"
"11","2","97","3.7708333333333335","24","288","589","9.26388888888889"
"14","1","3","4.071428571428571","0","238","26","9.319327731092438"
"13","0.5","7","4.08","1","225","54","9.528888888888888"
"11","2","98","4.034843205574913","24","287","589","9.226480836236934"
"9","0.5","119","4.015873015873016","36","252","611","9.23015873015873"
"13","0.5","8","4.08","1","225","54","9.528888888888888"
"11","2","99","4.083916083916084","24","286","589","9.188811188811188"
"9","0.5","120","4.00796812749004","36","251","611","9.187250996015937"
"13","0.5","9","4.08","1","225","54","9.528888888888888"
"10","1","100","4.144827586206897","32","290","633","9.179310344827586"
"10","1","101","4.145833333333333","33","288","633","9.118055555555555"
"14","1","4","4.067226890756302","0","238","38","9.420168067226891"
"12","4","61","3.903654485049834","14","301","456","9.415282392026578"
"10","1","102","4.13588850174216","34","287","633","9.087108013937282"
"13","0.5","10","4.080357142857143","1","224","66","9.589285714285714"
"14","1","5","4.0886075949367084","0","237","38","9.375527426160337"
"12","4","62","4.119601328903655","14","301","456","9.415282392026578"
"14","1","6","4.080168776371308","0","237","38","9.375527426160337"
"13","0.5","11","4.0807174887892375","2","223","66","9.542600896860986"
"11","2","100","4.08421052631579","25","285","602","9.242105263157894"
"12","4","63","4.120401337792642","16","299","456","9.34448160535117"
"13","0.5","12","4.081081081081081","3","222","66","9.495495495495495"
"11","2","101","4.080701754385965","25","285","602","9.242105263157894"
"11","2","102","4.080701754385965","25","285","602","9.242105263157894"
"15","2","0","3.9132231404958677","0","242","0","9.15702479338843"
"14","1","7","4.093220338983051","0","236","52","9.44915254237288"
"10","1","103","4.132404181184669","34","287","653","9.226480836236934"
"14","1","8","4.088983050847458","0","236","52","9.44915254237288"
"14","1","9","4.085470085470085","0","234","52","9.393162393162394"
"10","1","104","4.128919860627177","34","287","653","9.226480836236934"
"12","4","64","4.120401337792642","16","299","477","9.48494983277592"
"13","0.5","13","3.7427385892116183","3","241","80","9.311203319502075"
"10","1","105","4.136363636363637","34","286","653","9.244755244755245"
"11","2","103","4.08421052631579","25","285","616","9.340350877192982"
"13","0.5","14","4.0995850622406635","3","241","80","9.311203319502075"
"12","4","65","4.110367892976589","16","299","477","9.48494983277592"
"15","2","1","4.082644628099174","0","242","28","9.388429752066116"
"11","2","104","4.084507042253521","25","284","616","9.30281690140845"
"15","2","2","4.083682008368201","0","239","28","9.263598326359833"
"12","4","66","4.110738255033557","17","298","477","9.449664429530202"
"13","0.5","15","4.092050209205021","4","239","80","9.221757322175732"
"11","2","105","4.081272084805653","25","283","616","9.265017667844523"
"15","2","3","4.075313807531381","0","239","28","9.263598326359833"
"14","1","10","4.072961373390558","1","233","70","9.50214592274678"
"14","1","11","4.072961373390558","1","233","70","9.50214592274678"
"10","1","106","4.13986013986014","34","286","659","9.286713286713287"
"13","0.5","16","4.100418410041841","4","239","92","9.322175732217573"
"14","1","12","4.073593073593074","1","231","70","9.41125541125541"
"13","0.5","17","4.105042016806722","5","238","92","9.277310924369749"
"10","1","107","4.146853146853147","34","286","659","9.286713286713287"
"15","2","4","4.075313807531381","0","239","54","9.481171548117155"
"13","0.5","18","4.105485232067511","5","237","92","9.232067510548523"
"11","2","106","4.085714285714285","26","280","630","9.271428571428572"
"12","4","67","4.110738255033557","17","298","494","9.563758389261745"
"10","1","108","4.143859649122807","34","285","659","9.249122807017544"
"15","2","5","4.07563025210084","1","238","54","9.436974789915967"
"12","4","68","4.111486486486487","17","296","494","9.52027027027027"
"15","2","6","4.07563025210084","1","238","54","9.436974789915967"
"11","2","107","4.085714285714285","26","280","630","9.271428571428572"
"11","2","108","4.086021505376344","26","279","630","9.232974910394265"
"12","4","69","4.119047619047619","17","294","494","9.45578231292517"
"13","0.5","19","4.097872340425532","6","235","107","9.268085106382978"
"14","1","13","3.9411764705882355","1","238","90","9.571428571428571"
"13","0.5","20","4.103004291845494","7","233","107","9.17596566523605"
"15","2","7","4.07563025210084","1","238","64","9.521008403361344"
"14","1","14","4.067226890756302","1","238","90","9.571428571428571"
"13","0.5","21","4.099137931034483","7","232","107","9.137931034482758"
"15","2","8","4.075949367088608","2","237","64","9.476793248945148"
"14","1","15","4.067226890756302","1","238","90","9.571428571428571"
"15","2","9","4.075949367088608","2","237","64","9.476793248945148"
"10","1","109","3.8848684210526314","34","304","666","9.197368421052632"
"12","4","70","4.119047619047619","17","294","509","9.5578231292517"
"10","1","110","4.151315789473684","34","304","666","9.197368421052632"
"12","4","71","4.119047619047619","17","294","509","9.5578231292517"
"14","1","16","4.063291139240507","1","237","95","9.569620253164556"
"10","1","111","4.161184210526316","34","304","666","9.197368421052632"
"13","0.5","22","4.0995670995671","7","231","129","9.29004329004329"
"12","4","72","4.106896551724138","17","290","509","9.434482758620689"
"15","2","10","4.075949367088608","2","237","82","9.628691983122362"
"11","2","109","3.903114186851211","27","289","652","9.321799307958477"
"14","1","17","4.063559322033898","2","236","95","9.525423728813559"
"13","0.5","23","4.100436681222708","8","229","129","9.196506550218341"
"11","2","110","4.100694444444445","28","288","652","9.284722222222221"
"15","2","11","4.076271186440678","2","236","82","9.601694915254237"
"14","1","18","4.063559322033898","2","236","95","9.525423728813559"
"13","0.5","24","4.100436681222708","8","229","129","9.196506550218341"
"15","2","12","4.080851063829787","2","235","82","9.565957446808511"
"11","2","111","4.104529616724738","29","287","652","9.247386759581882"
"10","1","112","4.161184210526316","34","304","677","9.269736842105264"
"14","1","19","4.063559322033898","2","236","101","9.576271186440678"
"10","1","113","4.172185430463577","34","302","677","9.2317880794702"
"14","1","20","4.05982905982906","2","234","101","9.487179487179487"
"10","1","114","4.176666666666667","35","300","677","9.16"
"11","2","112","4.105633802816901","30","284","665","9.246478873239436"
"14","1","21","4.05982905982906","2","234","101","9.487179487179487"
"13","0.5","25","3.8155737704918034","9","244","146","9.262295081967213"
"15","2","13","3.758893280632411","4","253","97","9.351778656126482"
"15","2","14","4.107142857142857","5","252","97","9.30952380952381"
"11","2","113","4.098939929328622","30","283","665","9.208480565371024"
"13","0.5","26","4.066115702479339","10","242","146","9.181818181818182"
"11","2","114","4.098939929328622","30","283","665","9.208480565371024"
"15","2","15","4.043824701195219","5","251","97","9.338645418326694"
"13","0.5","27","4.066390041493776","10","241","146","9.178423236514522"
"12","4","73","3.898026315789474","17","304","529","9.421052631578947"
"14","1","22","4.05982905982906","2","234","112","9.581196581196581"
