"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"CVD_Risk_Behaviour.nlogox"
"Experiment_4B_Outmigration"
"07/28/2026 22:20:41:780 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","annual_inflow","monthly-outmigration-prob","influence_weight_friend","gamma_net","relapse_friend_threshold","p_relapse","gamma_behavior","N_h","t_lag_years","theta_tol","omega_age","influence_weight_household","F_max","[step]","count turtles","mean [count link-neighbors] of turtles","mean [risk-score] of turtles"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","36","234","11.726495726495726","4"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","40","260","11.392307692307693","4.0346153846153845"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","30","261","11.693486590038313","4.126436781609195"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","41","260","11.392307692307693","4.0346153846153845"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","34","265","11.562264150943395","3.939622641509434"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","42","260","11.392307692307693","4.038461538461538"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","34","241","11.54356846473029","3.95850622406639"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","35","265","11.562264150943395","3.939622641509434"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","35","241","11.54356846473029","3.962655601659751"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","36","240","11.483333333333333","3.9625"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","36","265","11.562264150943395","3.939622641509434"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","31","261","11.800766283524904","4.130268199233717"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","37","257","11.517509727626459","3.6459143968871595"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","37","265","11.547169811320755","3.8"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","38","264","11.507575757575758","4.09469696969697"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","38","256","11.453125","3.99609375"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","32","260","11.738461538461538","4.134615384615385"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","43","258","11.418604651162791","4.034883720930233"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","39","255","11.419607843137255","4.003921568627451"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","44","257","11.369649805447471","4.031128404669261"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","33","258","11.62015503875969","4.131782945736434"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","39","264","11.507575757575758","4.087121212121212"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","37","272","11.573529411764707","3.8198529411764706"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","45","256","11.3359375","4.03515625"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","38","271","11.601476014760147","3.92619926199262"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","37","251","11.56175298804781","3.7888446215139444"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","39","271","11.601476014760147","3.92619926199262"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","34","258","11.736434108527131","4.135658914728682"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","38","251","11.56175298804781","3.9840637450199203"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","40","252","11.357142857142858","4.015873015873016"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","35","256","11.6328125","4.1328125"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","39","251","11.56175298804781","3.9760956175298805"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","46","254","11.456692913385826","4.039370078740157"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","36","256","11.6328125","4.13671875"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","41","251","11.330677290836654","4.0199203187251"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","47","254","11.456692913385826","4.039370078740157"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","40","264","11.613636363636363","4.090909090909091"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","42","250","11.28","4.02"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","48","251","11.298804780876495","4.039840637450199"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","40","250","11.552","3.976"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","41","248","11.451612903225806","3.975806451612903"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","40","270","11.614814814814816","3.922222222222222"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","41","264","11.613636363636363","4.090909090909091"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","42","246","11.373983739837398","3.975609756097561"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","41","270","11.614814814814816","3.9185185185185185"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","42","263","11.574144486692015","4.083650190114068"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","42","268","11.537313432835822","3.921641791044776"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","43","250","11.48","4.02"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","37","276","11.543478260869565","3.8043478260869565"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","44","250","11.48","4.016"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","43","246","11.512195121951219","3.975609756097561"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","45","249","11.413654618473895","4.016064257028113"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","38","275","11.49090909090909","4.149090909090909"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","43","263","11.657794676806084","4.079847908745247"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","49","261","11.563218390804598","3.839080459770115"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","43","265","11.569811320754717","3.9245283018867925"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","39","275","11.49090909090909","4.16"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","44","262","11.65648854961832","4.080152671755725"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","50","261","11.563218390804598","4.007662835249042"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","44","265","11.569811320754717","3.9245283018867925"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","51","261","11.563218390804598","4.003831417624521"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","44","246","11.512195121951219","3.975609756097561"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","45","261","11.60919540229885","4.080459770114943"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","45","245","11.444897959183674","3.975510204081633"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","45","265","11.569811320754717","3.9245283018867925"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","46","244","11.30327868852459","4.004098360655738"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","47","244","11.30327868852459","4"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","48","242","11.264462809917354","3.9958677685950414"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","40","275","11.614545454545455","4.152727272727272"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","46","261","11.701149425287356","4.076628352490421"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","52","260","11.623076923076923","4.007692307692308"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","41","273","11.516483516483516","4.164835164835165"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","47","261","11.701149425287356","4.080459770114943"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","53","259","11.567567567567568","4.007722007722008"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","46","244","11.508196721311476","3.9754098360655736"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","48","261","11.701149425287356","4.076628352490421"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","47","243","11.465020576131687","3.9753086419753085"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","54","259","11.567567567567568","4.007722007722008"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","48","241","11.394190871369295","3.975103734439834"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","46","265","11.660377358490566","3.9245283018867925"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","42","271","11.409594095940959","4.1512915129151295"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","47","265","11.660377358490566","3.9245283018867925"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","48","264","11.606060606060606","3.9242424242424243"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","55","258","11.581395348837209","4.007751937984496"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","56","258","11.581395348837209","4.007751937984496"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","49","258","11.511627906976743","3.751937984496124"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","57","257","11.525291828793774","4.003891050583658"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","49","257","11.32295719844358","3.727626459143969"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","49","280","11.592857142857143","3.8035714285714284"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","50","256","11.40625","3.984375"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","50","253","11.201581027667984","4"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","51","254","11.32283464566929","3.984251968503937"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","50","279","11.53405017921147","4.082437275985663"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","43","269","11.53903345724907","4.152416356877324"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","51","279","11.53405017921147","4.093189964157706"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","51","251","11.107569721115539","4.00796812749004"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","44","268","11.5","4.145522388059701"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","58","256","11.5859375","4.00390625"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","49","271","11.660516605166052","3.8081180811808117"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","59","256","11.5859375","4.00390625"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","50","267","11.47565543071161","3.9176029962546814"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","60","255","11.537254901960784","4.003921568627451"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","45","266","11.413533834586467","4.142857142857143"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","51","264","11.340909090909092","3.9166666666666665"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","52","279","11.605734767025089","4.093189964157706"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","52","253","11.478260869565217","3.984189723320158"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","52","251","11.282868525896415","4.00796812749004"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","53","277","11.509025270758123","4.097472924187725"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","53","253","11.478260869565217","3.984189723320158"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","53","249","11.180722891566266","4.0120481927710845"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","54","277","11.509025270758123","4.093862815884476"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","54","250","11.304","3.984"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","54","248","11.129032258064516","4.008064516129032"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","52","264","11.583333333333334","3.9166666666666665"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","46","266","11.61654135338346","4.142857142857143"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","53","262","11.564885496183207","3.9160305343511452"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","55","277","11.559566787003611","4.097472924187725"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","55","247","11.23076923076923","4.012145748987854"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","54","262","11.564885496183207","3.9160305343511452"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","47","266","11.61654135338346","4.142857142857143"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","56","277","11.559566787003611","4.097472924187725"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","56","247","11.23076923076923","4.016194331983805"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","61","269","11.390334572490707","3.7657992565055762"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","57","277","11.559566787003611","4.101083032490974"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","57","246","11.252032520325203","4.012195121951219"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","55","248","11.379032258064516","3.9879032258064515"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","62","269","11.390334572490707","4.044609665427509"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","56","248","11.379032258064516","3.9919354838709675"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","63","268","11.35820895522388","4.059701492537314"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","48","265","11.577358490566038","4.1471698113207545"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","57","247","11.327935222672064","3.9919028340080973"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","55","261","11.593869731800766","3.9157088122605366"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","58","277","11.610108303249097","4.1046931407942235"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","56","260","11.546153846153846","3.9153846153846152"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","58","246","11.34959349593496","4.012195121951219"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","59","277","11.610108303249097","4.1046931407942235"
"3","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","57","257","11.369649805447471","3.914396887159533"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","59","244","11.221311475409836","4.012295081967213"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","60","277","11.610108303249097","4.108303249097473"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","64","268","11.395522388059701","4.059701492537314"
"5","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","60","244","11.221311475409836","4.012295081967213"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","65","266","11.308270676691729","4.056390977443609"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","66","266","11.308270676691729","4.052631578947368"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","58","247","11.465587044534413","3.9919028340080973"
"2","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","61","293","11.535836177474403","3.8805460750853245"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","59","247","11.465587044534413","3.9919028340080973"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","49","281","11.466192170818506","3.903914590747331"
"6","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","60","247","11.465587044534413","3.9919028340080973"
"1","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","67","264","11.325757575757576","4.045454545454546"
"4","10","0.001","0.29","3","0.5","0.05","1","80","5","8","0","0.5","10","50","281","11.466192170818506","4.156583629893238"
